agent,step,total_games,alive_games,survival_probability
expectimax,1397,3000,101,0.033666666666666664
expectimax,1398,3000,101,0.033666666666666664
expectimax,1399,3000,101,0.033666666666666664
expectimax,1400,3000,101,0.033666666666666664
expectimax,1401,3000,101,0.033666666666666664
expectimax,1402,3000,101,0.033666666666666664
expectimax,1403,3000,101,0.033666666666666664
expectimax,1404,3000,101,0.033666666666666664
expectimax,1405,3000,101,0.033666666666666664
expectimax,1406,3000,101,0.033666666666666664
expectimax,1407,3000,100,0.03333333333333333
expectimax,1408,3000,99,0.033
expectimax,1409,3000,99,0.033
expectimax,1410,3000,99,0.033
expectimax,1411,3000,99,0.033
expectimax,1412,3000,99,0.033
expectimax,1413,3000,99,0.033
expectimax,1414,3000,99,0.033
expectimax,1415,3000,97,0.03233333333333333
expectimax,1416,3000,97,0.03233333333333333
expectimax,1417,3000,95,0.03166666666666667
expectimax,1418,3000,95,0.03166666666666667
expectimax,1419,3000,95,0.03166666666666667
expectimax,1420,3000,94,0.03133333333333333
expectimax,1421,3000,93,0.031
expectimax,1422,3000,93,0.031
expectimax,1423,3000,93,0.031
expectimax,1424,3000,93,0.031
expectimax,1425,3000,93,0.031
expectimax,1426,3000,93,0.031
expectimax,1427,3000,92,0.030666666666666665
expectimax,1428,3000,91,0.030333333333333334
expectimax,1429,3000,91,0.030333333333333334
expectimax,1430,3000,90,0.03
expectimax,1431,3000,90,0.03
expectimax,1432,3000,90,0.03
expectimax,1433,3000,90,0.03
expectimax,1434,3000,90,0.03
expectimax,1435,3000,90,0.03
expectimax,1436,3000,90,0.03
expectimax,1437,3000,90,0.03
expectimax,1438,3000,89,0.029666666666666668
expectimax,1439,3000,88,0.029333333333333333
expectimax,1440,3000,88,0.029333333333333333
expectimax,1441,3000,86,0.028666666666666667
expectimax,1442,3000,86,0.028666666666666667
expectimax,1443,3000,86,0.028666666666666667
expectimax,1444,3000,86,0.028666666666666667
expectimax,1445,3000,86,0.028666666666666667
expectimax,1446,3000,86,0.028666666666666667
expectimax,1447,3000,86,0.028666666666666667
expectimax,1448,3000,86,0.028666666666666667
expectimax,1449,3000,85,0.028333333333333332
expectimax,1450,3000,84,0.028
expectimax,1451,3000,84,0.028
expectimax,1452,3000,84,0.028
expectimax,1453,3000,84,0.028
expectimax,1454,3000,84,0.028
expectimax,1455,3000,84,0.028
expectimax,1456,3000,83,0.027666666666666666
expectimax,1457,3000,82,0.027333333333333334
expectimax,1458,3000,81,0.027
expectimax,1459,3000,81,0.027
expectimax,1460,3000,81,0.027
expectimax,1461,3000,81,0.027
expectimax,1462,3000,81,0.027
expectimax,1463,3000,80,0.02666666666666667
expectimax,1464,3000,80,0.02666666666666667
expectimax,1465,3000,79,0.026333333333333334
expectimax,1466,3000,78,0.026
expectimax,1467,3000,78,0.026
expectimax,1468,3000,77,0.025666666666666667
expectimax,1469,3000,77,0.025666666666666667
expectimax,1470,3000,77,0.025666666666666667
expectimax,1471,3000,77,0.025666666666666667
expectimax,1472,3000,77,0.025666666666666667
expectimax,1473,3000,77,0.025666666666666667
expectimax,1474,3000,77,0.025666666666666667
expectimax,1475,3000,76,0.025333333333333333
expectimax,1476,3000,76,0.025333333333333333
expectimax,1477,3000,76,0.025333333333333333
expectimax,1478,3000,76,0.025333333333333333
expectimax,1479,3000,76,0.025333333333333333
expectimax,1480,3000,75,0.025
expectimax,1481,3000,74,0.024666666666666667
expectimax,1482,3000,73,0.024333333333333332
expectimax,1483,3000,72,0.024
expectimax,1484,3000,72,0.024
expectimax,1485,3000,72,0.024
expectimax,1486,3000,72,0.024
expectimax,1487,3000,71,0.023666666666666666
expectimax,1488,3000,71,0.023666666666666666
expectimax,1489,3000,70,0.023333333333333334
expectimax,1490,3000,70,0.023333333333333334
expectimax,1491,3000,68,0.02266666666666667
expectimax,1492,3000,68,0.02266666666666667
expectimax,1493,3000,67,0.022333333333333334
expectimax,1494,3000,67,0.022333333333333334
expectimax,1495,3000,67,0.022333333333333334
expectimax,1496,3000,67,0.022333333333333334
expectimax,1497,3000,65,0.021666666666666667
expectimax,1498,3000,65,0.021666666666666667
expectimax,1499,3000,65,0.021666666666666667
expectimax,1500,3000,63,0.021
expectimax,1501,3000,60,0.02
expectimax,1502,3000,60,0.02
expectimax,1503,3000,59,0.019666666666666666
expectimax,1504,3000,58,0.019333333333333334
expectimax,1505,3000,57,0.019
expectimax,1506,3000,56,0.018666666666666668
expectimax,1507,3000,55,0.018333333333333333
expectimax,1508,3000,54,0.018
expectimax,1509,3000,54,0.018
expectimax,1510,3000,52,0.017333333333333333
expectimax,1511,3000,52,0.017333333333333333
expectimax,1512,3000,49,0.01633333333333333
expectimax,1513,3000,47,0.015666666666666666
expectimax,1514,3000,46,0.015333333333333332
expectimax,1515,3000,46,0.015333333333333332
expectimax,1516,3000,46,0.015333333333333332
expectimax,1517,3000,45,0.015
expectimax,1518,3000,43,0.014333333333333333
expectimax,1519,3000,43,0.014333333333333333
expectimax,1520,3000,43,0.014333333333333333
expectimax,1521,3000,42,0.014
expectimax,1522,3000,41,0.013666666666666667
expectimax,1523,3000,40,0.013333333333333334
expectimax,1524,3000,40,0.013333333333333334
expectimax,1525,3000,39,0.013
expectimax,1526,3000,39,0.013
expectimax,1527,3000,39,0.013
expectimax,1528,3000,37,0.012333333333333333
expectimax,1529,3000,36,0.012
expectimax,1530,3000,36,0.012
expectimax,1531,3000,36,0.012
expectimax,1532,3000,36,0.012
expectimax,1533,3000,35,0.011666666666666667
expectimax,1534,3000,35,0.011666666666666667
expectimax,1535,3000,35,0.011666666666666667
expectimax,1536,3000,35,0.011666666666666667
expectimax,1537,3000,35,0.011666666666666667
expectimax,1538,3000,35,0.011666666666666667
expectimax,1539,3000,35,0.011666666666666667
expectimax,1540,3000,34,0.011333333333333334
expectimax,1541,3000,34,0.011333333333333334
expectimax,1542,3000,33,0.011
expectimax,1543,3000,32,0.010666666666666666
expectimax,1544,3000,30,0.01
expectimax,1545,3000,29,0.009666666666666667
expectimax,1546,3000,28,0.009333333333333334
expectimax,1547,3000,28,0.009333333333333334
expectimax,1548,3000,28,0.009333333333333334
expectimax,1549,3000,28,0.009333333333333334
expectimax,1550,3000,28,0.009333333333333334
expectimax,1551,3000,27,0.009
expectimax,1552,3000,26,0.008666666666666666
expectimax,1553,3000,26,0.008666666666666666
expectimax,1554,3000,26,0.008666666666666666
expectimax,1555,3000,26,0.008666666666666666
expectimax,1556,3000,26,0.008666666666666666
expectimax,1557,3000,26,0.008666666666666666
expectimax,1558,3000,26,0.008666666666666666
expectimax,1559,3000,26,0.008666666666666666
expectimax,1560,3000,26,0.008666666666666666
expectimax,1561,3000,26,0.008666666666666666
expectimax,1562,3000,26,0.008666666666666666
expectimax,1563,3000,26,0.008666666666666666
expectimax,1564,3000,26,0.008666666666666666
expectimax,1565,3000,25,0.008333333333333333
expectimax,1566,3000,25,0.008333333333333333
expectimax,1567,3000,25,0.008333333333333333
expectimax,1568,3000,25,0.008333333333333333
expectimax,1569,3000,25,0.008333333333333333
expectimax,1570,3000,24,0.008
expectimax,1571,3000,24,0.008
expectimax,1572,3000,24,0.008
expectimax,1573,3000,23,0.007666666666666666
expectimax,1574,3000,23,0.007666666666666666
expectimax,1575,3000,23,0.007666666666666666
expectimax,1576,3000,23,0.007666666666666666
expectimax,1577,3000,23,0.007666666666666666
expectimax,1578,3000,23,0.007666666666666666
expectimax,1579,3000,23,0.007666666666666666
expectimax,1580,3000,23,0.007666666666666666
expectimax,1581,3000,23,0.007666666666666666
expectimax,1582,3000,23,0.007666666666666666
expectimax,1583,3000,23,0.007666666666666666
expectimax,1584,3000,23,0.007666666666666666
expectimax,1585,3000,22,0.007333333333333333
expectimax,1586,3000,22,0.007333333333333333
expectimax,1587,3000,22,0.007333333333333333
expectimax,1588,3000,22,0.007333333333333333
expectimax,1589,3000,22,0.007333333333333333
expectimax,1590,3000,21,0.007
expectimax,1591,3000,21,0.007
expectimax,1592,3000,20,0.006666666666666667
expectimax,1593,3000,20,0.006666666666666667
expectimax,1594,3000,20,0.006666666666666667
expectimax,1595,3000,19,0.006333333333333333
expectimax,1596,3000,19,0.006333333333333333
expectimax,1597,3000,18,0.006
expectimax,1598,3000,17,0.005666666666666667
expectimax,1599,3000,17,0.005666666666666667
expectimax,1600,3000,17,0.005666666666666667
expectimax,1601,3000,16,0.005333333333333333
expectimax,1602,3000,15,0.005
expectimax,1603,3000,15,0.005
expectimax,1604,3000,14,0.004666666666666667
expectimax,1605,3000,14,0.004666666666666667
expectimax,1606,3000,13,0.004333333333333333
expectimax,1607,3000,13,0.004333333333333333
expectimax,1608,3000,12,0.004
expectimax,1609,3000,12,0.004
expectimax,1610,3000,12,0.004
expectimax,1611,3000,12,0.004
expectimax,1612,3000,12,0.004
expectimax,1613,3000,12,0.004
expectimax,1614,3000,12,0.004
expectimax,1615,3000,12,0.004
expectimax,1616,3000,12,0.004
expectimax,1617,3000,11,0.0036666666666666666
expectimax,1618,3000,11,0.0036666666666666666
expectimax,1619,3000,11,0.0036666666666666666
expectimax,1620,3000,10,0.0033333333333333335
expectimax,1621,3000,10,0.0033333333333333335
expectimax,1622,3000,10,0.0033333333333333335
expectimax,1623,3000,10,0.0033333333333333335
expectimax,1624,3000,10,0.0033333333333333335
expectimax,1625,3000,10,0.0033333333333333335
expectimax,1626,3000,10,0.0033333333333333335
expectimax,1627,3000,10,0.0033333333333333335
expectimax,1628,3000,10,0.0033333333333333335
expectimax,1629,3000,9,0.003
expectimax,1630,3000,9,0.003
expectimax,1631,3000,9,0.003
expectimax,1632,3000,9,0.003
expectimax,1633,3000,9,0.003
expectimax,1634,3000,9,0.003
expectimax,1635,3000,9,0.003
expectimax,1636,3000,9,0.003
expectimax,1637,3000,8,0.0026666666666666666
expectimax,1638,3000,8,0.0026666666666666666
expectimax,1639,3000,8,0.0026666666666666666
expectimax,1640,3000,7,0.0023333333333333335
expectimax,1641,3000,7,0.0023333333333333335
expectimax,1642,3000,7,0.0023333333333333335
expectimax,1643,3000,7,0.0023333333333333335
expectimax,1644,3000,6,0.002
expectimax,1645,3000,6,0.002
expectimax,1646,3000,6,0.002
expectimax,1647,3000,6,0.002
expectimax,1648,3000,6,0.002
expectimax,1649,3000,6,0.002
expectimax,1650,3000,6,0.002
expectimax,1651,3000,6,0.002
expectimax,1652,3000,6,0.002
expectimax,1653,3000,5,0.0016666666666666668
expectimax,1654,3000,5,0.0016666666666666668
expectimax,1655,3000,5,0.0016666666666666668
expectimax,1656,3000,5,0.0016666666666666668
expectimax,1657,3000,5,0.0016666666666666668
expectimax,1658,3000,5,0.0016666666666666668
expectimax,1659,3000,5,0.0016666666666666668
expectimax,1660,3000,5,0.0016666666666666668
expectimax,1661,3000,5,0.0016666666666666668
expectimax,1662,3000,4,0.0013333333333333333
expectimax,1663,3000,4,0.0013333333333333333
expectimax,1664,3000,4,0.0013333333333333333
expectimax,1665,3000,4,0.0013333333333333333
expectimax,1666,3000,4,0.0013333333333333333
expectimax,1667,3000,4,0.0013333333333333333
expectimax,1668,3000,4,0.0013333333333333333
expectimax,1669,3000,4,0.0013333333333333333
expectimax,1670,3000,3,0.001
expectimax,1671,3000,3,0.001
expectimax,1672,3000,3,0.001
expectimax,1673,3000,3,0.001
expectimax,1674,3000,3,0.001
expectimax,1675,3000,3,0.001
expectimax,1676,3000,3,0.001
expectimax,1677,3000,3,0.001
expectimax,1678,3000,3,0.001
expectimax,1679,3000,3,0.001
expectimax,1680,3000,2,0.0006666666666666666
expectimax,1681,3000,2,0.0006666666666666666
expectimax,1682,3000,2,0.0006666666666666666
expectimax,1683,3000,2,0.0006666666666666666
expectimax,1684,3000,2,0.0006666666666666666
expectimax,1685,3000,2,0.0006666666666666666
expectimax,1686,3000,2,0.0006666666666666666
expectimax,1687,3000,2,0.0006666666666666666
expectimax,1688,3000,2,0.0006666666666666666
expectimax,1689,3000,2,0.0006666666666666666
expectimax,1690,3000,2,0.0006666666666666666
expectimax,1691,3000,2,0.0006666666666666666
expectimax,1692,3000,2,0.0006666666666666666
expectimax,1693,3000,2,0.0006666666666666666
expectimax,1694,3000,2,0.0006666666666666666
expectimax,1695,3000,2,0.0006666666666666666
expectimax,1696,3000,2,0.0006666666666666666
expectimax,1697,3000,2,0.0006666666666666666
expectimax,1698,3000,2,0.0006666666666666666
expectimax,1699,3000,2,0.0006666666666666666
expectimax,1700,3000,2,0.0006666666666666666
expectimax,1701,3000,2,0.0006666666666666666
expectimax,1702,3000,2,0.0006666666666666666
expectimax,1703,3000,2,0.0006666666666666666
expectimax,1704,3000,2,0.0006666666666666666
expectimax,1705,3000,2,0.0006666666666666666
expectimax,1706,3000,2,0.0006666666666666666
expectimax,1707,3000,2,0.0006666666666666666
expectimax,1708,3000,2,0.0006666666666666666
expectimax,1709,3000,2,0.0006666666666666666
expectimax,1710,3000,2,0.0006666666666666666
expectimax,1711,3000,1,0.0003333333333333333
expectimax,1712,3000,1,0.0003333333333333333
expectimax,1713,3000,1,0.0003333333333333333
expectimax,1714,3000,1,0.0003333333333333333
expectimax,1715,3000,1,0.0003333333333333333
expectimax,1716,3000,1,0.0003333333333333333
expectimax,1717,3000,1,0.0003333333333333333
expectimax,1718,3000,1,0.0003333333333333333
expectimax,1719,3000,1,0.0003333333333333333
expectimax,1720,3000,1,0.0003333333333333333
expectimax,1721,3000,1,0.0003333333333333333
expectimax,1722,3000,1,0.0003333333333333333
expectimax,1723,3000,1,0.0003333333333333333
expectimax,1724,3000,1,0.0003333333333333333
expectimax,1725,3000,1,0.0003333333333333333
expectimax,1726,3000,1,0.0003333333333333333
expectimax,1727,3000,1,0.0003333333333333333
expectimax,1728,3000,1,0.0003333333333333333
expectimax,1729,3000,1,0.0003333333333333333
expectimax,1730,3000,1,0.0003333333333333333
expectimax,1731,3000,1,0.0003333333333333333
expectimax,1732,3000,1,0.0003333333333333333
expectimax,1733,3000,1,0.0003333333333333333
expectimax,1734,3000,1,0.0003333333333333333
expectimax,1735,3000,1,0.0003333333333333333
expectimax,1736,3000,1,0.0003333333333333333
expectimax,1737,3000,1,0.0003333333333333333
expectimax,1738,3000,1,0.0003333333333333333
expectimax,1739,3000,1,0.0003333333333333333
expectimax,1740,3000,1,0.0003333333333333333
heuristic,0,3000,3000,1.0
heuristic,1,3000,3000,1.0
heuristic,2,3000,3000,1.0
heuristic,3,3000,3000,1.0
heuristic,4,3000,3000,1.0
heuristic,5,3000,3000,1.0
heuristic,6,3000,3000,1.0
heuristic,7,3000,3000,1.0
heuristic,8,3000,3000,1.0
heuristic,9,3000,3000,1.0
heuristic,10,3000,3000,1.0
heuristic,11,3000,3000,1.0
heuristic,12,3000,3000,1.0
heuristic,13,3000,3000,1.0
heuristic,14,3000,3000,1.0
heuristic,15,3000,3000,1.0
heuristic,16,3000,3000,1.0
heuristic,17,3000,3000,1.0
heuristic,18,3000,3000,1.0
heuristic,19,3000,3000,1.0
heuristic,20,3000,3000,1.0
heuristic,21,3000,3000,1.0
heuristic,22,3000,3000,1.0
heuristic,23,3000,3000,1.0
heuristic,24,3000,3000,1.0
heuristic,25,3000,3000,1.0
heuristic,26,3000,3000,1.0
heuristic,27,3000,3000,1.0
heuristic,28,3000,3000,1.0
heuristic,29,3000,3000,1.0
heuristic,30,3000,3000,1.0
heuristic,31,3000,3000,1.0
heuristic,32,3000,3000,1.0
heuristic,33,3000,3000,1.0
heuristic,34,3000,3000,1.0
heuristic,35,3000,3000,1.0
heuristic,36,3000,3000,1.0
heuristic,37,3000,3000,1.0
heuristic,38,3000,3000,1.0
heuristic,39,3000,3000,1.0
heuristic,40,3000,3000,1.0
heuristic,41,3000,3000,1.0
heuristic,42,3000,3000,1.0
heuristic,43,3000,3000,1.0
heuristic,44,3000,3000,1.0
heuristic,45,3000,3000,1.0
heuristic,46,3000,3000,1.0
heuristic,47,3000,3000,1.0
heuristic,48,3000,3000,1.0
heuristic,49,3000,3000,1.0
heuristic,50,3000,3000,1.0
heuristic,51,3000,3000,1.0
heuristic,52,3000,3000,1.0
heuristic,53,3000,3000,1.0
heuristic,54,3000,3000,1.0
heuristic,55,3000,3000,1.0
heuristic,56,3000,3000,1.0
heuristic,57,3000,3000,1.0
heuristic,58,3000,3000,1.0
heuristic,59,3000,3000,1.0
heuristic,60,3000,3000,1.0
heuristic,61,3000,3000,1.0
heuristic,62,3000,3000,1.0
heuristic,63,3000,3000,1.0
heuristic,64,3000,3000,1.0
heuristic,65,3000,3000,1.0
heuristic,66,3000,3000,1.0
heuristic,67,3000,3000,1.0
heuristic,68,3000,3000,1.0
heuristic,69,3000,3000,1.0
heuristic,70,3000,3000,1.0
heuristic,71,3000,3000,1.0
heuristic,72,3000,3000,1.0
heuristic,73,3000,3000,1.0
heuristic,74,3000,3000,1.0
heuristic,75,3000,3000,1.0
heuristic,76,3000,3000,1.0
heuristic,77,3000,3000,1.0
heuristic,78,3000,3000,1.0
heuristic,79,3000,3000,1.0
heuristic,80,3000,3000,1.0
heuristic,81,3000,3000,1.0
heuristic,82,3000,3000,1.0
heuristic,83,3000,3000,1.0
heuristic,84,3000,2998,0.9993333333333333
heuristic,85,3000,2997,0.999
heuristic,86,3000,2997,0.999
heuristic,87,3000,2997,0.999
heuristic,88,3000,2997,0.999
heuristic,89,3000,2997,0.999
heuristic,90,3000,2997,0.999
heuristic,91,3000,2997,0.999
heuristic,92,3000,2997,0.999
heuristic,93,3000,2997,0.999
heuristic,94,3000,2997,0.999
heuristic,95,3000,2997,0.999
heuristic,96,3000,2997,0.999
heuristic,97,3000,2997,0.999
heuristic,98,3000,2997,0.999
heuristic,99,3000,2997,0.999
heuristic,100,3000,2997,0.999
heuristic,101,3000,2997,0.999
heuristic,102,3000,2997,0.999
heuristic,103,3000,2997,0.999
heuristic,104,3000,2996,0.9986666666666667
heuristic,105,3000,2996,0.9986666666666667
heuristic,106,3000,2994,0.998
heuristic,107,3000,2994,0.998
heuristic,108,3000,2992,0.9973333333333333
heuristic,109,3000,2992,0.9973333333333333
heuristic,110,3000,2990,0.9966666666666667
heuristic,111,3000,2990,0.9966666666666667
heuristic,112,3000,2988,0.996
heuristic,113,3000,2988,0.996
heuristic,114,3000,2988,0.996
heuristic,115,3000,2987,0.9956666666666667
heuristic,116,3000,2987,0.9956666666666667
heuristic,117,3000,2987,0.9956666666666667
heuristic,118,3000,2984,0.9946666666666667
heuristic,119,3000,2983,0.9943333333333333
heuristic,120,3000,2981,0.9936666666666667
heuristic,121,3000,2980,0.9933333333333333
heuristic,122,3000,2979,0.993
heuristic,123,3000,2978,0.9926666666666667
heuristic,124,3000,2978,0.9926666666666667
heuristic,125,3000,2976,0.992
heuristic,126,3000,2974,0.9913333333333333
heuristic,127,3000,2973,0.991
heuristic,128,3000,2968,0.9893333333333333
heuristic,129,3000,2966,0.9886666666666667
heuristic,130,3000,2959,0.9863333333333333
heuristic,131,3000,2952,0.984
heuristic,132,3000,2946,0.982
heuristic,133,3000,2942,0.9806666666666667
heuristic,134,3000,2938,0.9793333333333333
heuristic,135,3000,2935,0.9783333333333334
heuristic,136,3000,2934,0.978
heuristic,137,3000,2926,0.9753333333333334
heuristic,138,3000,2923,0.9743333333333334
heuristic,139,3000,2921,0.9736666666666667
heuristic,140,3000,2917,0.9723333333333334
heuristic,141,3000,2915,0.9716666666666667
heuristic,142,3000,2913,0.971
heuristic,143,3000,2911,0.9703333333333334
heuristic,144,3000,2907,0.969
heuristic,145,3000,2903,0.9676666666666667
heuristic,146,3000,2900,0.9666666666666667
heuristic,147,3000,2899,0.9663333333333334
heuristic,148,3000,2896,0.9653333333333334
heuristic,149,3000,2894,0.9646666666666667
heuristic,150,3000,2892,0.964
heuristic,151,3000,2888,0.9626666666666667
heuristic,152,3000,2885,0.9616666666666667
heuristic,153,3000,2883,0.961
heuristic,154,3000,2875,0.9583333333333334
heuristic,155,3000,2874,0.958
heuristic,156,3000,2872,0.9573333333333334
heuristic,157,3000,2868,0.956
heuristic,158,3000,2867,0.9556666666666667
heuristic,159,3000,2865,0.955
heuristic,160,3000,2861,0.9536666666666667
heuristic,161,3000,2858,0.9526666666666667
heuristic,162,3000,2856,0.952
heuristic,163,3000,2852,0.9506666666666667
heuristic,164,3000,2849,0.9496666666666667
heuristic,165,3000,2844,0.948
heuristic,166,3000,2838,0.946
heuristic,167,3000,2836,0.9453333333333334
heuristic,168,3000,2832,0.944
heuristic,169,3000,2830,0.9433333333333334
heuristic,170,3000,2825,0.9416666666666667
heuristic,171,3000,2823,0.941
heuristic,172,3000,2819,0.9396666666666667
heuristic,173,3000,2816,0.9386666666666666
heuristic,174,3000,2809,0.9363333333333334
heuristic,175,3000,2803,0.9343333333333333
heuristic,176,3000,2793,0.931
heuristic,177,3000,2790,0.93
heuristic,178,3000,2781,0.927
heuristic,179,3000,2775,0.925
heuristic,180,3000,2766,0.922
heuristic,181,3000,2757,0.919
heuristic,182,3000,2752,0.9173333333333333
heuristic,183,3000,2746,0.9153333333333333
heuristic,184,3000,2737,0.9123333333333333
heuristic,185,3000,2729,0.9096666666666666
heuristic,186,3000,2727,0.909
heuristic,187,3000,2725,0.9083333333333333
heuristic,188,3000,2718,0.906
heuristic,189,3000,2704,0.9013333333333333
heuristic,190,3000,2700,0.9
heuristic,191,3000,2689,0.8963333333333333
heuristic,192,3000,2682,0.894
heuristic,193,3000,2672,0.8906666666666667
heuristic,194,3000,2669,0.8896666666666667
heuristic,195,3000,2662,0.8873333333333333
heuristic,196,3000,2657,0.8856666666666667
heuristic,197,3000,2652,0.884
heuristic,198,3000,2646,0.882
heuristic,199,3000,2643,0.881
heuristic,200,3000,2632,0.8773333333333333
heuristic,201,3000,2627,0.8756666666666667
heuristic,202,3000,2624,0.8746666666666667
heuristic,203,3000,2621,0.8736666666666667
heuristic,204,3000,2617,0.8723333333333333
heuristic,205,3000,2612,0.8706666666666667
heuristic,206,3000,2604,0.868
heuristic,207,3000,2600,0.8666666666666667
heuristic,208,3000,2592,0.864
heuristic,209,3000,2584,0.8613333333333333
heuristic,210,3000,2578,0.8593333333333333
heuristic,211,3000,2578,0.8593333333333333
heuristic,212,3000,2568,0.856
heuristic,213,3000,2561,0.8536666666666667
heuristic,214,3000,2554,0.8513333333333334
heuristic,215,3000,2546,0.8486666666666667
heuristic,216,3000,2545,0.8483333333333334
heuristic,217,3000,2539,0.8463333333333334
heuristic,218,3000,2532,0.844
heuristic,219,3000,2525,0.8416666666666667
heuristic,220,3000,2519,0.8396666666666667
heuristic,221,3000,2508,0.836
heuristic,222,3000,2498,0.8326666666666667
heuristic,223,3000,2486,0.8286666666666667
heuristic,224,3000,2479,0.8263333333333334
heuristic,225,3000,2462,0.8206666666666667
heuristic,226,3000,2451,0.817
heuristic,227,3000,2437,0.8123333333333334
heuristic,228,3000,2417,0.8056666666666666
heuristic,229,3000,2402,0.8006666666666666
heuristic,230,3000,2383,0.7943333333333333
heuristic,231,3000,2366,0.7886666666666666
heuristic,232,3000,2347,0.7823333333333333
heuristic,233,3000,2313,0.771
heuristic,234,3000,2293,0.7643333333333333
heuristic,235,3000,2272,0.7573333333333333
heuristic,236,3000,2251,0.7503333333333333
heuristic,237,3000,2232,0.744
heuristic,238,3000,2206,0.7353333333333333
heuristic,239,3000,2180,0.7266666666666667
heuristic,240,3000,2154,0.718
heuristic,241,3000,2129,0.7096666666666667
heuristic,242,3000,2112,0.704
heuristic,243,3000,2091,0.697
heuristic,244,3000,2072,0.6906666666666667
heuristic,245,3000,2051,0.6836666666666666
heuristic,246,3000,2026,0.6753333333333333
heuristic,247,3000,2006,0.6686666666666666
heuristic,248,3000,1992,0.664
heuristic,249,3000,1975,0.6583333333333333
heuristic,250,3000,1961,0.6536666666666666
heuristic,251,3000,1945,0.6483333333333333
heuristic,252,3000,1927,0.6423333333333333
heuristic,253,3000,1911,0.637
heuristic,254,3000,1898,0.6326666666666667
heuristic,255,3000,1874,0.6246666666666667
heuristic,256,3000,1859,0.6196666666666667
heuristic,257,3000,1847,0.6156666666666667
heuristic,258,3000,1834,0.6113333333333333
heuristic,259,3000,1827,0.609
heuristic,260,3000,1822,0.6073333333333333
heuristic,261,3000,1812,0.604
heuristic,262,3000,1803,0.601
heuristic,263,3000,1796,0.5986666666666667
heuristic,264,3000,1790,0.5966666666666667
heuristic,265,3000,1774,0.5913333333333334
heuristic,266,3000,1766,0.5886666666666667
heuristic,267,3000,1755,0.585
heuristic,268,3000,1748,0.5826666666666667
heuristic,269,3000,1745,0.5816666666666667
heuristic,270,3000,1740,0.58
heuristic,271,3000,1734,0.578
heuristic,272,3000,1727,0.5756666666666667
heuristic,273,3000,1721,0.5736666666666667
heuristic,274,3000,1714,0.5713333333333334
heuristic,275,3000,1700,0.5666666666666667
heuristic,276,3000,1692,0.564
heuristic,277,3000,1686,0.562
heuristic,278,3000,1678,0.5593333333333333
heuristic,279,3000,1672,0.5573333333333333
heuristic,280,3000,1666,0.5553333333333333
heuristic,281,3000,1655,0.5516666666666666
heuristic,282,3000,1648,0.5493333333333333
heuristic,283,3000,1639,0.5463333333333333
heuristic,284,3000,1630,0.5433333333333333
heuristic,285,3000,1622,0.5406666666666666
heuristic,286,3000,1612,0.5373333333333333
heuristic,287,3000,1599,0.533
heuristic,288,3000,1590,0.53
heuristic,289,3000,1586,0.5286666666666666
heuristic,290,3000,1577,0.5256666666666666
heuristic,291,3000,1564,0.5213333333333333
heuristic,292,3000,1552,0.5173333333333333
heuristic,293,3000,1540,0.5133333333333333
heuristic,294,3000,1532,0.5106666666666667
heuristic,295,3000,1525,0.5083333333333333
heuristic,296,3000,1522,0.5073333333333333
heuristic,297,3000,1518,0.506
heuristic,298,3000,1507,0.5023333333333333
heuristic,299,3000,1498,0.49933333333333335
heuristic,300,3000,1492,0.49733333333333335
heuristic,301,3000,1482,0.494
heuristic,302,3000,1477,0.49233333333333335
heuristic,303,3000,1471,0.49033333333333334
heuristic,304,3000,1464,0.488
heuristic,305,3000,1455,0.485
heuristic,306,3000,1438,0.47933333333333333
heuristic,307,3000,1432,0.47733333333333333
heuristic,308,3000,1426,0.47533333333333333
heuristic,309,3000,1415,0.4716666666666667
heuristic,310,3000,1409,0.4696666666666667
heuristic,311,3000,1400,0.4666666666666667
heuristic,312,3000,1394,0.4646666666666667
heuristic,313,3000,1381,0.4603333333333333
heuristic,314,3000,1373,0.45766666666666667
heuristic,315,3000,1365,0.455
heuristic,316,3000,1358,0.45266666666666666
heuristic,317,3000,1350,0.45
heuristic,318,3000,1344,0.448
heuristic,319,3000,1337,0.44566666666666666
heuristic,320,3000,1328,0.44266666666666665
heuristic,321,3000,1320,0.44
heuristic,322,3000,1313,0.43766666666666665
heuristic,323,3000,1307,0.43566666666666665
heuristic,324,3000,1296,0.432
heuristic,325,3000,1281,0.427
heuristic,326,3000,1270,0.42333333333333334
heuristic,327,3000,1264,0.42133333333333334
heuristic,328,3000,1248,0.416
heuristic,329,3000,1234,0.41133333333333333
heuristic,330,3000,1224,0.408
heuristic,331,3000,1218,0.406
heuristic,332,3000,1211,0.4036666666666667
heuristic,333,3000,1202,0.40066666666666667
heuristic,334,3000,1187,0.39566666666666667
heuristic,335,3000,1171,0.3903333333333333
heuristic,336,3000,1161,0.387
heuristic,337,3000,1152,0.384
heuristic,338,3000,1143,0.381
heuristic,339,3000,1132,0.37733333333333335
heuristic,340,3000,1122,0.374
heuristic,341,3000,1110,0.37
heuristic,342,3000,1091,0.3636666666666667
heuristic,343,3000,1075,0.35833333333333334
heuristic,344,3000,1060,0.35333333333333333
heuristic,345,3000,1042,0.3473333333333333
heuristic,346,3000,1029,0.343
heuristic,347,3000,1019,0.3396666666666667
heuristic,348,3000,1012,0.3373333333333333
heuristic,349,3000,1003,0.3343333333333333
heuristic,350,3000,990,0.33
