agent,step,total_games,alive_games,survival_probability
expectimax,708,3000,2080,0.6933333333333334
expectimax,709,3000,2071,0.6903333333333334
expectimax,710,3000,2068,0.6893333333333334
expectimax,711,3000,2066,0.6886666666666666
expectimax,712,3000,2066,0.6886666666666666
expectimax,713,3000,2064,0.688
expectimax,714,3000,2063,0.6876666666666666
expectimax,715,3000,2061,0.687
expectimax,716,3000,2058,0.686
expectimax,717,3000,2053,0.6843333333333333
expectimax,718,3000,2052,0.684
expectimax,719,3000,2052,0.684
expectimax,720,3000,2052,0.684
expectimax,721,3000,2050,0.6833333333333333
expectimax,722,3000,2048,0.6826666666666666
expectimax,723,3000,2046,0.682
expectimax,724,3000,2046,0.682
expectimax,725,3000,2044,0.6813333333333333
expectimax,726,3000,2043,0.681
expectimax,727,3000,2043,0.681
expectimax,728,3000,2042,0.6806666666666666
expectimax,729,3000,2041,0.6803333333333333
expectimax,730,3000,2039,0.6796666666666666
expectimax,731,3000,2039,0.6796666666666666
expectimax,732,3000,2036,0.6786666666666666
expectimax,733,3000,2036,0.6786666666666666
expectimax,734,3000,2036,0.6786666666666666
expectimax,735,3000,2034,0.678
expectimax,736,3000,2034,0.678
expectimax,737,3000,2033,0.6776666666666666
expectimax,738,3000,2031,0.677
expectimax,739,3000,2031,0.677
expectimax,740,3000,2028,0.676
expectimax,741,3000,2028,0.676
expectimax,742,3000,2026,0.6753333333333333
expectimax,743,3000,2025,0.675
expectimax,744,3000,2023,0.6743333333333333
expectimax,745,3000,2020,0.6733333333333333
expectimax,746,3000,2018,0.6726666666666666
expectimax,747,3000,2018,0.6726666666666666
expectimax,748,3000,2017,0.6723333333333333
expectimax,749,3000,2013,0.671
expectimax,750,3000,2012,0.6706666666666666
expectimax,751,3000,2011,0.6703333333333333
expectimax,752,3000,2009,0.6696666666666666
expectimax,753,3000,2009,0.6696666666666666
expectimax,754,3000,2009,0.6696666666666666
expectimax,755,3000,2006,0.6686666666666666
expectimax,756,3000,2003,0.6676666666666666
expectimax,757,3000,1998,0.666
expectimax,758,3000,1992,0.664
expectimax,759,3000,1991,0.6636666666666666
expectimax,760,3000,1988,0.6626666666666666
expectimax,761,3000,1984,0.6613333333333333
expectimax,762,3000,1979,0.6596666666666666
expectimax,763,3000,1975,0.6583333333333333
expectimax,764,3000,1969,0.6563333333333333
expectimax,765,3000,1965,0.655
expectimax,766,3000,1960,0.6533333333333333
expectimax,767,3000,1953,0.651
expectimax,768,3000,1945,0.6483333333333333
expectimax,769,3000,1938,0.646
expectimax,770,3000,1924,0.6413333333333333
expectimax,771,3000,1920,0.64
expectimax,772,3000,1914,0.638
expectimax,773,3000,1908,0.636
expectimax,774,3000,1902,0.634
expectimax,775,3000,1892,0.6306666666666667
expectimax,776,3000,1886,0.6286666666666667
expectimax,777,3000,1878,0.626
expectimax,778,3000,1871,0.6236666666666667
expectimax,779,3000,1868,0.6226666666666667
expectimax,780,3000,1857,0.619
expectimax,781,3000,1852,0.6173333333333333
expectimax,782,3000,1848,0.616
expectimax,783,3000,1841,0.6136666666666667
expectimax,784,3000,1834,0.6113333333333333
expectimax,785,3000,1830,0.61
expectimax,786,3000,1824,0.608
expectimax,787,3000,1819,0.6063333333333333
expectimax,788,3000,1810,0.6033333333333334
expectimax,789,3000,1808,0.6026666666666667
expectimax,790,3000,1803,0.601
expectimax,791,3000,1794,0.598
expectimax,792,3000,1789,0.5963333333333334
expectimax,793,3000,1786,0.5953333333333334
expectimax,794,3000,1779,0.593
expectimax,795,3000,1775,0.5916666666666667
expectimax,796,3000,1769,0.5896666666666667
expectimax,797,3000,1764,0.588
expectimax,798,3000,1762,0.5873333333333334
expectimax,799,3000,1757,0.5856666666666667
expectimax,800,3000,1754,0.5846666666666667
expectimax,801,3000,1748,0.5826666666666667
expectimax,802,3000,1743,0.581
expectimax,803,3000,1735,0.5783333333333334
expectimax,804,3000,1730,0.5766666666666667
expectimax,805,3000,1729,0.5763333333333334
expectimax,806,3000,1726,0.5753333333333334
expectimax,807,3000,1723,0.5743333333333334
expectimax,808,3000,1719,0.573
expectimax,809,3000,1714,0.5713333333333334
expectimax,810,3000,1706,0.5686666666666667
expectimax,811,3000,1701,0.567
expectimax,812,3000,1695,0.565
expectimax,813,3000,1691,0.5636666666666666
expectimax,814,3000,1686,0.562
expectimax,815,3000,1684,0.5613333333333334
expectimax,816,3000,1679,0.5596666666666666
expectimax,817,3000,1673,0.5576666666666666
expectimax,818,3000,1665,0.555
expectimax,819,3000,1658,0.5526666666666666
expectimax,820,3000,1649,0.5496666666666666
expectimax,821,3000,1640,0.5466666666666666
expectimax,822,3000,1635,0.545
expectimax,823,3000,1626,0.542
expectimax,824,3000,1618,0.5393333333333333
expectimax,825,3000,1612,0.5373333333333333
expectimax,826,3000,1604,0.5346666666666666
expectimax,827,3000,1600,0.5333333333333333
expectimax,828,3000,1595,0.5316666666666666
expectimax,829,3000,1588,0.5293333333333333
expectimax,830,3000,1583,0.5276666666666666
expectimax,831,3000,1577,0.5256666666666666
expectimax,832,3000,1573,0.5243333333333333
expectimax,833,3000,1567,0.5223333333333333
expectimax,834,3000,1558,0.5193333333333333
expectimax,835,3000,1555,0.5183333333333333
expectimax,836,3000,1546,0.5153333333333333
expectimax,837,3000,1538,0.5126666666666667
expectimax,838,3000,1530,0.51
expectimax,839,3000,1525,0.5083333333333333
expectimax,840,3000,1514,0.5046666666666667
expectimax,841,3000,1503,0.501
expectimax,842,3000,1490,0.49666666666666665
expectimax,843,3000,1480,0.49333333333333335
expectimax,844,3000,1472,0.49066666666666664
expectimax,845,3000,1458,0.486
expectimax,846,3000,1449,0.483
expectimax,847,3000,1437,0.479
expectimax,848,3000,1425,0.475
expectimax,849,3000,1420,0.47333333333333333
expectimax,850,3000,1405,0.4683333333333333
expectimax,851,3000,1396,0.4653333333333333
expectimax,852,3000,1377,0.459
expectimax,853,3000,1366,0.4553333333333333
expectimax,854,3000,1359,0.453
expectimax,855,3000,1347,0.449
expectimax,856,3000,1333,0.44433333333333336
expectimax,857,3000,1317,0.439
expectimax,858,3000,1310,0.43666666666666665
expectimax,859,3000,1295,0.43166666666666664
expectimax,860,3000,1280,0.4266666666666667
expectimax,861,3000,1262,0.4206666666666667
expectimax,862,3000,1244,0.4146666666666667
expectimax,863,3000,1227,0.409
expectimax,864,3000,1215,0.405
expectimax,865,3000,1198,0.3993333333333333
expectimax,866,3000,1165,0.3883333333333333
expectimax,867,3000,1141,0.38033333333333336
expectimax,868,3000,1123,0.37433333333333335
expectimax,869,3000,1108,0.36933333333333335
expectimax,870,3000,1087,0.36233333333333334
expectimax,871,3000,1057,0.35233333333333333
expectimax,872,3000,1035,0.345
expectimax,873,3000,1016,0.33866666666666667
expectimax,874,3000,1000,0.3333333333333333
expectimax,875,3000,967,0.32233333333333336
expectimax,876,3000,948,0.316
expectimax,877,3000,929,0.30966666666666665
expectimax,878,3000,914,0.30466666666666664
expectimax,879,3000,892,0.29733333333333334
expectimax,880,3000,877,0.29233333333333333
expectimax,881,3000,854,0.2846666666666667
expectimax,882,3000,835,0.2783333333333333
expectimax,883,3000,818,0.27266666666666667
expectimax,884,3000,808,0.2693333333333333
expectimax,885,3000,790,0.2633333333333333
expectimax,886,3000,775,0.25833333333333336
expectimax,887,3000,755,0.25166666666666665
expectimax,888,3000,745,0.24833333333333332
expectimax,889,3000,736,0.24533333333333332
expectimax,890,3000,722,0.24066666666666667
expectimax,891,3000,713,0.23766666666666666
expectimax,892,3000,701,0.23366666666666666
expectimax,893,3000,687,0.229
expectimax,894,3000,679,0.22633333333333333
expectimax,895,3000,668,0.22266666666666668
expectimax,896,3000,662,0.22066666666666668
expectimax,897,3000,651,0.217
expectimax,898,3000,643,0.21433333333333332
expectimax,899,3000,629,0.20966666666666667
expectimax,900,3000,623,0.20766666666666667
expectimax,901,3000,618,0.206
expectimax,902,3000,613,0.20433333333333334
expectimax,903,3000,605,0.20166666666666666
expectimax,904,3000,598,0.19933333333333333
expectimax,905,3000,591,0.197
expectimax,906,3000,589,0.19633333333333333
expectimax,907,3000,583,0.19433333333333333
expectimax,908,3000,576,0.192
expectimax,909,3000,575,0.19166666666666668
expectimax,910,3000,569,0.18966666666666668
expectimax,911,3000,568,0.18933333333333333
expectimax,912,3000,563,0.18766666666666668
expectimax,913,3000,560,0.18666666666666668
expectimax,914,3000,556,0.18533333333333332
expectimax,915,3000,553,0.18433333333333332
expectimax,916,3000,551,0.18366666666666667
expectimax,917,3000,550,0.18333333333333332
expectimax,918,3000,546,0.182
expectimax,919,3000,545,0.18166666666666667
expectimax,920,3000,542,0.18066666666666667
expectimax,921,3000,541,0.18033333333333335
expectimax,922,3000,540,0.18
expectimax,923,3000,540,0.18
expectimax,924,3000,535,0.17833333333333334
expectimax,925,3000,535,0.17833333333333334
expectimax,926,3000,533,0.17766666666666667
expectimax,927,3000,533,0.17766666666666667
expectimax,928,3000,533,0.17766666666666667
expectimax,929,3000,530,0.17666666666666667
expectimax,930,3000,530,0.17666666666666667
expectimax,931,3000,530,0.17666666666666667
expectimax,932,3000,530,0.17666666666666667
expectimax,933,3000,529,0.17633333333333334
expectimax,934,3000,527,0.17566666666666667
expectimax,935,3000,526,0.17533333333333334
expectimax,936,3000,526,0.17533333333333334
expectimax,937,3000,526,0.17533333333333334
expectimax,938,3000,526,0.17533333333333334
expectimax,939,3000,525,0.175
expectimax,940,3000,525,0.175
expectimax,941,3000,524,0.17466666666666666
expectimax,942,3000,523,0.17433333333333334
expectimax,943,3000,523,0.17433333333333334
expectimax,944,3000,523,0.17433333333333334
expectimax,945,3000,523,0.17433333333333334
expectimax,946,3000,523,0.17433333333333334
expectimax,947,3000,523,0.17433333333333334
expectimax,948,3000,523,0.17433333333333334
expectimax,949,3000,523,0.17433333333333334
expectimax,950,3000,522,0.174
expectimax,951,3000,522,0.174
expectimax,952,3000,522,0.174
expectimax,953,3000,522,0.174
expectimax,954,3000,522,0.174
expectimax,955,3000,522,0.174
expectimax,956,3000,522,0.174
expectimax,957,3000,522,0.174
expectimax,958,3000,522,0.174
expectimax,959,3000,522,0.174
expectimax,960,3000,522,0.174
expectimax,961,3000,522,0.174
expectimax,962,3000,522,0.174
expectimax,963,3000,522,0.174
expectimax,964,3000,522,0.174
expectimax,965,3000,522,0.174
expectimax,966,3000,521,0.17366666666666666
expectimax,967,3000,520,0.17333333333333334
expectimax,968,3000,520,0.17333333333333334
expectimax,969,3000,520,0.17333333333333334
expectimax,970,3000,520,0.17333333333333334
expectimax,971,3000,520,0.17333333333333334
expectimax,972,3000,520,0.17333333333333334
expectimax,973,3000,520,0.17333333333333334
expectimax,974,3000,520,0.17333333333333334
expectimax,975,3000,520,0.17333333333333334
expectimax,976,3000,520,0.17333333333333334
expectimax,977,3000,520,0.17333333333333334
expectimax,978,3000,520,0.17333333333333334
expectimax,979,3000,520,0.17333333333333334
expectimax,980,3000,520,0.17333333333333334
expectimax,981,3000,519,0.173
expectimax,982,3000,519,0.173
expectimax,983,3000,518,0.17266666666666666
expectimax,984,3000,518,0.17266666666666666
expectimax,985,3000,518,0.17266666666666666
expectimax,986,3000,518,0.17266666666666666
expectimax,987,3000,518,0.17266666666666666
expectimax,988,3000,517,0.17233333333333334
expectimax,989,3000,517,0.17233333333333334
expectimax,990,3000,517,0.17233333333333334
expectimax,991,3000,517,0.17233333333333334
expectimax,992,3000,516,0.172
expectimax,993,3000,516,0.172
expectimax,994,3000,515,0.17166666666666666
expectimax,995,3000,515,0.17166666666666666
expectimax,996,3000,515,0.17166666666666666
expectimax,997,3000,515,0.17166666666666666
expectimax,998,3000,515,0.17166666666666666
expectimax,999,3000,515,0.17166666666666666
expectimax,1000,3000,515,0.17166666666666666
expectimax,1001,3000,515,0.17166666666666666
expectimax,1002,3000,515,0.17166666666666666
expectimax,1003,3000,515,0.17166666666666666
expectimax,1004,3000,515,0.17166666666666666
expectimax,1005,3000,515,0.17166666666666666
expectimax,1006,3000,515,0.17166666666666666
expectimax,1007,3000,515,0.17166666666666666
expectimax,1008,3000,515,0.17166666666666666
expectimax,1009,3000,515,0.17166666666666666
expectimax,1010,3000,514,0.17133333333333334
expectimax,1011,3000,514,0.17133333333333334
expectimax,1012,3000,514,0.17133333333333334
expectimax,1013,3000,514,0.17133333333333334
expectimax,1014,3000,514,0.17133333333333334
expectimax,1015,3000,514,0.17133333333333334
expectimax,1016,3000,514,0.17133333333333334
expectimax,1017,3000,514,0.17133333333333334
expectimax,1018,3000,514,0.17133333333333334
expectimax,1019,3000,514,0.17133333333333334
expectimax,1020,3000,514,0.17133333333333334
expectimax,1021,3000,514,0.17133333333333334
expectimax,1022,3000,514,0.17133333333333334
expectimax,1023,3000,514,0.17133333333333334
expectimax,1024,3000,514,0.17133333333333334
expectimax,1025,3000,514,0.17133333333333334
expectimax,1026,3000,514,0.17133333333333334
expectimax,1027,3000,514,0.17133333333333334
expectimax,1028,3000,514,0.17133333333333334
expectimax,1029,3000,513,0.171
expectimax,1030,3000,513,0.171
expectimax,1031,3000,513,0.171
expectimax,1032,3000,513,0.171
expectimax,1033,3000,513,0.171
expectimax,1034,3000,513,0.171
expectimax,1035,3000,513,0.171
expectimax,1036,3000,513,0.171
expectimax,1037,3000,513,0.171
expectimax,1038,3000,513,0.171
expectimax,1039,3000,513,0.171
expectimax,1040,3000,513,0.171
expectimax,1041,3000,513,0.171
expectimax,1042,3000,513,0.171
expectimax,1043,3000,513,0.171
expectimax,1044,3000,513,0.171
expectimax,1045,3000,513,0.171
expectimax,1046,3000,513,0.171
expectimax,1047,3000,513,0.171
expectimax,1048,3000,513,0.171
expectimax,1049,3000,513,0.171
expectimax,1050,3000,513,0.171
expectimax,1051,3000,513,0.171
expectimax,1052,3000,513,0.171
expectimax,1053,3000,512,0.17066666666666666
expectimax,1054,3000,512,0.17066666666666666
expectimax,1055,3000,512,0.17066666666666666
expectimax,1056,3000,512,0.17066666666666666
expectimax,1057,3000,512,0.17066666666666666
expectimax,1058,3000,512,0.17066666666666666
expectimax,1059,3000,512,0.17066666666666666
expectimax,1060,3000,512,0.17066666666666666
expectimax,1061,3000,511,0.17033333333333334
expectimax,1062,3000,511,0.17033333333333334
expectimax,1063,3000,511,0.17033333333333334
expectimax,1064,3000,511,0.17033333333333334
expectimax,1065,3000,511,0.17033333333333334
expectimax,1066,3000,511,0.17033333333333334
expectimax,1067,3000,510,0.17
expectimax,1068,3000,510,0.17
expectimax,1069,3000,510,0.17
expectimax,1070,3000,510,0.17
expectimax,1071,3000,509,0.16966666666666666
expectimax,1072,3000,508,0.16933333333333334
expectimax,1073,3000,507,0.169
expectimax,1074,3000,507,0.169
expectimax,1075,3000,507,0.169
expectimax,1076,3000,506,0.16866666666666666
expectimax,1077,3000,504,0.168
expectimax,1078,3000,503,0.16766666666666666
expectimax,1079,3000,501,0.167
expectimax,1080,3000,499,0.16633333333333333
expectimax,1081,3000,498,0.166
expectimax,1082,3000,497,0.16566666666666666
expectimax,1083,3000,497,0.16566666666666666
expectimax,1084,3000,494,0.16466666666666666
expectimax,1085,3000,494,0.16466666666666666
expectimax,1086,3000,492,0.164
expectimax,1087,3000,491,0.16366666666666665
expectimax,1088,3000,490,0.16333333333333333
expectimax,1089,3000,489,0.163
expectimax,1090,3000,488,0.16266666666666665
expectimax,1091,3000,486,0.162
expectimax,1092,3000,482,0.16066666666666668
expectimax,1093,3000,481,0.16033333333333333
expectimax,1094,3000,480,0.16
expectimax,1095,3000,474,0.158
expectimax,1096,3000,473,0.15766666666666668
expectimax,1097,3000,472,0.15733333333333333
expectimax,1098,3000,468,0.156
expectimax,1099,3000,467,0.15566666666666668
expectimax,1100,3000,467,0.15566666666666668
expectimax,1101,3000,467,0.15566666666666668
expectimax,1102,3000,466,0.15533333333333332
expectimax,1103,3000,464,0.15466666666666667
expectimax,1104,3000,463,0.15433333333333332
expectimax,1105,3000,463,0.15433333333333332
expectimax,1106,3000,463,0.15433333333333332
expectimax,1107,3000,461,0.15366666666666667
expectimax,1108,3000,458,0.15266666666666667
expectimax,1109,3000,456,0.152
expectimax,1110,3000,456,0.152
expectimax,1111,3000,455,0.15166666666666667
expectimax,1112,3000,454,0.15133333333333332
expectimax,1113,3000,454,0.15133333333333332
expectimax,1114,3000,453,0.151
expectimax,1115,3000,453,0.151
expectimax,1116,3000,452,0.15066666666666667
expectimax,1117,3000,452,0.15066666666666667
expectimax,1118,3000,451,0.15033333333333335
expectimax,1119,3000,450,0.15
expectimax,1120,3000,448,0.14933333333333335
expectimax,1121,3000,447,0.149
expectimax,1122,3000,446,0.14866666666666667
expectimax,1123,3000,446,0.14866666666666667
expectimax,1124,3000,445,0.14833333333333334
expectimax,1125,3000,445,0.14833333333333334
expectimax,1126,3000,445,0.14833333333333334
expectimax,1127,3000,445,0.14833333333333334
expectimax,1128,3000,444,0.148
expectimax,1129,3000,442,0.14733333333333334
expectimax,1130,3000,442,0.14733333333333334
expectimax,1131,3000,440,0.14666666666666667
expectimax,1132,3000,440,0.14666666666666667
expectimax,1133,3000,440,0.14666666666666667
expectimax,1134,3000,439,0.14633333333333334
expectimax,1135,3000,439,0.14633333333333334
expectimax,1136,3000,439,0.14633333333333334
expectimax,1137,3000,439,0.14633333333333334
expectimax,1138,3000,438,0.146
expectimax,1139,3000,438,0.146
expectimax,1140,3000,438,0.146
expectimax,1141,3000,438,0.146
expectimax,1142,3000,438,0.146
expectimax,1143,3000,438,0.146
expectimax,1144,3000,438,0.146
expectimax,1145,3000,438,0.146
expectimax,1146,3000,438,0.146
expectimax,1147,3000,438,0.146
expectimax,1148,3000,437,0.14566666666666667
expectimax,1149,3000,437,0.14566666666666667
expectimax,1150,3000,437,0.14566666666666667
expectimax,1151,3000,437,0.14566666666666667
expectimax,1152,3000,437,0.14566666666666667
expectimax,1153,3000,436,0.14533333333333334
expectimax,1154,3000,435,0.145
expectimax,1155,3000,435,0.145
expectimax,1156,3000,434,0.14466666666666667
expectimax,1157,3000,434,0.14466666666666667
expectimax,1158,3000,434,0.14466666666666667
expectimax,1159,3000,434,0.14466666666666667
expectimax,1160,3000,434,0.14466666666666667
expectimax,1161,3000,434,0.14466666666666667
expectimax,1162,3000,434,0.14466666666666667
expectimax,1163,3000,432,0.144
expectimax,1164,3000,432,0.144
expectimax,1165,3000,431,0.14366666666666666
expectimax,1166,3000,430,0.14333333333333334
expectimax,1167,3000,430,0.14333333333333334
expectimax,1168,3000,430,0.14333333333333334
expectimax,1169,3000,430,0.14333333333333334
expectimax,1170,3000,430,0.14333333333333334
expectimax,1171,3000,429,0.143
expectimax,1172,3000,429,0.143
expectimax,1173,3000,429,0.143
expectimax,1174,3000,429,0.143
expectimax,1175,3000,428,0.14266666666666666
expectimax,1176,3000,428,0.14266666666666666
expectimax,1177,3000,427,0.14233333333333334
expectimax,1178,3000,427,0.14233333333333334
expectimax,1179,3000,426,0.142
expectimax,1180,3000,426,0.142
expectimax,1181,3000,425,0.14166666666666666
expectimax,1182,3000,424,0.14133333333333334
expectimax,1183,3000,423,0.141
expectimax,1184,3000,423,0.141
expectimax,1185,3000,419,0.13966666666666666
expectimax,1186,3000,417,0.139
expectimax,1187,3000,414,0.138
expectimax,1188,3000,413,0.13766666666666666
expectimax,1189,3000,413,0.13766666666666666
expectimax,1190,3000,413,0.13766666666666666
expectimax,1191,3000,412,0.13733333333333334
expectimax,1192,3000,410,0.13666666666666666
expectimax,1193,3000,409,0.13633333333333333
expectimax,1194,3000,408,0.136
expectimax,1195,3000,405,0.135
expectimax,1196,3000,402,0.134
expectimax,1197,3000,401,0.13366666666666666
expectimax,1198,3000,401,0.13366666666666666
expectimax,1199,3000,398,0.13266666666666665
expectimax,1200,3000,398,0.13266666666666665
expectimax,1201,3000,395,0.13166666666666665
expectimax,1202,3000,393,0.131
expectimax,1203,3000,393,0.131
expectimax,1204,3000,391,0.13033333333333333
expectimax,1205,3000,389,0.12966666666666668
expectimax,1206,3000,386,0.12866666666666668
expectimax,1207,3000,384,0.128
expectimax,1208,3000,383,0.12766666666666668
expectimax,1209,3000,381,0.127
expectimax,1210,3000,380,0.12666666666666668
expectimax,1211,3000,380,0.12666666666666668
expectimax,1212,3000,376,0.12533333333333332
expectimax,1213,3000,375,0.125
expectimax,1214,3000,373,0.12433333333333334
expectimax,1215,3000,372,0.124
expectimax,1216,3000,371,0.12366666666666666
expectimax,1217,3000,371,0.12366666666666666
expectimax,1218,3000,370,0.12333333333333334
expectimax,1219,3000,370,0.12333333333333334
expectimax,1220,3000,370,0.12333333333333334
expectimax,1221,3000,369,0.123
expectimax,1222,3000,368,0.12266666666666666
expectimax,1223,3000,367,0.12233333333333334
expectimax,1224,3000,364,0.12133333333333333
expectimax,1225,3000,362,0.12066666666666667
expectimax,1226,3000,361,0.12033333333333333
expectimax,1227,3000,359,0.11966666666666667
expectimax,1228,3000,358,0.11933333333333333
expectimax,1229,3000,358,0.11933333333333333
expectimax,1230,3000,358,0.11933333333333333
expectimax,1231,3000,358,0.11933333333333333
expectimax,1232,3000,358,0.11933333333333333
expectimax,1233,3000,357,0.119
expectimax,1234,3000,356,0.11866666666666667
expectimax,1235,3000,356,0.11866666666666667
expectimax,1236,3000,355,0.11833333333333333
expectimax,1237,3000,354,0.118
expectimax,1238,3000,354,0.118
expectimax,1239,3000,353,0.11766666666666667
expectimax,1240,3000,353,0.11766666666666667
expectimax,1241,3000,352,0.11733333333333333
expectimax,1242,3000,351,0.117
expectimax,1243,3000,351,0.117
expectimax,1244,3000,349,0.11633333333333333
expectimax,1245,3000,348,0.116
expectimax,1246,3000,346,0.11533333333333333
expectimax,1247,3000,344,0.11466666666666667
expectimax,1248,3000,343,0.11433333333333333
expectimax,1249,3000,343,0.11433333333333333
expectimax,1250,3000,343,0.11433333333333333
expectimax,1251,3000,341,0.11366666666666667
expectimax,1252,3000,340,0.11333333333333333
expectimax,1253,3000,339,0.113
expectimax,1254,3000,334,0.11133333333333334
expectimax,1255,3000,332,0.11066666666666666
expectimax,1256,3000,329,0.10966666666666666
expectimax,1257,3000,329,0.10966666666666666
expectimax,1258,3000,329,0.10966666666666666
expectimax,1259,3000,327,0.109
expectimax,1260,3000,327,0.109
expectimax,1261,3000,327,0.109
expectimax,1262,3000,326,0.10866666666666666
expectimax,1263,3000,325,0.10833333333333334
expectimax,1264,3000,324,0.108
expectimax,1265,3000,322,0.10733333333333334
expectimax,1266,3000,320,0.10666666666666667
expectimax,1267,3000,318,0.106
expectimax,1268,3000,314,0.10466666666666667
expectimax,1269,3000,307,0.10233333333333333
expectimax,1270,3000,303,0.101
expectimax,1271,3000,302,0.10066666666666667
expectimax,1272,3000,300,0.1
expectimax,1273,3000,297,0.099
expectimax,1274,3000,290,0.09666666666666666
expectimax,1275,3000,284,0.09466666666666666
expectimax,1276,3000,280,0.09333333333333334
expectimax,1277,3000,277,0.09233333333333334
expectimax,1278,3000,276,0.092
expectimax,1279,3000,275,0.09166666666666666
expectimax,1280,3000,267,0.089
expectimax,1281,3000,264,0.088
expectimax,1282,3000,260,0.08666666666666667
expectimax,1283,3000,258,0.086
expectimax,1284,3000,253,0.08433333333333333
expectimax,1285,3000,248,0.08266666666666667
expectimax,1286,3000,247,0.08233333333333333
expectimax,1287,3000,243,0.081
expectimax,1288,3000,239,0.07966666666666666
expectimax,1289,3000,235,0.07833333333333334
expectimax,1290,3000,233,0.07766666666666666
expectimax,1291,3000,228,0.076
expectimax,1292,3000,225,0.075
expectimax,1293,3000,220,0.07333333333333333
expectimax,1294,3000,216,0.072
expectimax,1295,3000,209,0.06966666666666667
expectimax,1296,3000,203,0.06766666666666667
expectimax,1297,3000,203,0.06766666666666667
expectimax,1298,3000,200,0.06666666666666667
expectimax,1299,3000,197,0.06566666666666666
expectimax,1300,3000,195,0.065
expectimax,1301,3000,193,0.06433333333333334
expectimax,1302,3000,187,0.06233333333333333
expectimax,1303,3000,186,0.062
expectimax,1304,3000,178,0.059333333333333335
expectimax,1305,3000,175,0.058333333333333334
expectimax,1306,3000,173,0.057666666666666665
expectimax,1307,3000,170,0.056666666666666664
expectimax,1308,3000,166,0.05533333333333333
expectimax,1309,3000,164,0.05466666666666667
expectimax,1310,3000,157,0.052333333333333336
expectimax,1311,3000,150,0.05
expectimax,1312,3000,147,0.049
expectimax,1313,3000,146,0.048666666666666664
expectimax,1314,3000,143,0.04766666666666667
expectimax,1315,3000,142,0.04733333333333333
expectimax,1316,3000,139,0.04633333333333333
expectimax,1317,3000,136,0.04533333333333334
expectimax,1318,3000,132,0.044
expectimax,1319,3000,130,0.043333333333333335
expectimax,1320,3000,129,0.043
expectimax,1321,3000,128,0.042666666666666665
expectimax,1322,3000,126,0.042
expectimax,1323,3000,124,0.04133333333333333
expectimax,1324,3000,122,0.04066666666666666
expectimax,1325,3000,122,0.04066666666666666
expectimax,1326,3000,119,0.03966666666666667
expectimax,1327,3000,119,0.03966666666666667
expectimax,1328,3000,118,0.03933333333333333
expectimax,1329,3000,117,0.039
expectimax,1330,3000,116,0.03866666666666667
expectimax,1331,3000,115,0.03833333333333333
expectimax,1332,3000,113,0.03766666666666667
expectimax,1333,3000,113,0.03766666666666667
expectimax,1334,3000,112,0.037333333333333336
expectimax,1335,3000,112,0.037333333333333336
expectimax,1336,3000,112,0.037333333333333336
expectimax,1337,3000,111,0.037
expectimax,1338,3000,111,0.037
expectimax,1339,3000,110,0.03666666666666667
expectimax,1340,3000,110,0.03666666666666667
expectimax,1341,3000,110,0.03666666666666667
expectimax,1342,3000,110,0.03666666666666667
expectimax,1343,3000,110,0.03666666666666667
expectimax,1344,3000,110,0.03666666666666667
expectimax,1345,3000,110,0.03666666666666667
expectimax,1346,3000,110,0.03666666666666667
expectimax,1347,3000,108,0.036
expectimax,1348,3000,108,0.036
expectimax,1349,3000,108,0.036
expectimax,1350,3000,108,0.036
expectimax,1351,3000,107,0.035666666666666666
expectimax,1352,3000,106,0.035333333333333335
expectimax,1353,3000,106,0.035333333333333335
expectimax,1354,3000,106,0.035333333333333335
expectimax,1355,3000,106,0.035333333333333335
expectimax,1356,3000,106,0.035333333333333335
expectimax,1357,3000,106,0.035333333333333335
expectimax,1358,3000,106,0.035333333333333335
expectimax,1359,3000,106,0.035333333333333335
expectimax,1360,3000,106,0.035333333333333335
expectimax,1361,3000,106,0.035333333333333335
expectimax,1362,3000,105,0.035
expectimax,1363,3000,105,0.035
expectimax,1364,3000,105,0.035
expectimax,1365,3000,105,0.035
expectimax,1366,3000,105,0.035
expectimax,1367,3000,105,0.035
expectimax,1368,3000,104,0.034666666666666665
expectimax,1369,3000,104,0.034666666666666665
expectimax,1370,3000,104,0.034666666666666665
expectimax,1371,3000,104,0.034666666666666665
expectimax,1372,3000,104,0.034666666666666665
expectimax,1373,3000,104,0.034666666666666665
expectimax,1374,3000,104,0.034666666666666665
expectimax,1375,3000,104,0.034666666666666665
expectimax,1376,3000,104,0.034666666666666665
expectimax,1377,3000,104,0.034666666666666665
expectimax,1378,3000,104,0.034666666666666665
expectimax,1379,3000,104,0.034666666666666665
expectimax,1380,3000,104,0.034666666666666665
expectimax,1381,3000,104,0.034666666666666665
expectimax,1382,3000,104,0.034666666666666665
expectimax,1383,3000,103,0.034333333333333334
expectimax,1384,3000,103,0.034333333333333334
expectimax,1385,3000,103,0.034333333333333334
expectimax,1386,3000,103,0.034333333333333334
expectimax,1387,3000,103,0.034333333333333334
expectimax,1388,3000,103,0.034333333333333334
expectimax,1389,3000,103,0.034333333333333334
expectimax,1390,3000,103,0.034333333333333334
expectimax,1391,3000,103,0.034333333333333334
expectimax,1392,3000,101,0.033666666666666664
expectimax,1393,3000,101,0.033666666666666664
expectimax,1394,3000,101,0.033666666666666664
expectimax,1395,3000,101,0.033666666666666664
expectimax,1396,3000,101,0.033666666666666664
